prescription	row_id	state_id	
B_S_MS_E_0	2		
B_S_MS_E_0	3		
B_S_MS_E_0	4		
B_S_MS_E_0	5		
B_S_MS_E_0	6		
B_S_MS_E_0	7		
B_S_MS_E_0	8		
B_S_MS_E_0	9		
B_S_MS_E_0	10		
B_S_MS_E_0	11		
B_S_MS_E_0	12		
B_S_MS_E_0	13		
B_S_MS_E_0	14		
B_S_MS_E_0	15		
B_S_MS_E_0	16		
B_S_MS_E_0	17		
B_S_MS_E_0	18		
B_S_MS_E_0	19		
B_S_MS_E_0	20		
B_S_MS_E_0	21		
B_S_MS_E_0	22		
B_S_MS_E_0	23		
B_S_MS_E_0	24		
B_S_MS_E_1	0		
B_S_MS_E_1	1		
B_S_MS_E_1	2		
B_S_MS_E_1	3		
B_S_MS_E_1	4		
B_S_MS_E_1	5		
B_S_MS_E_1	6		
B_S_MS_E_1	7		
B_S_MS_E_1	8		
B_S_MS_E_1	9		
B_S_MS_E_1	10		
B_S_MS_E_1	11		
B_S_MS_E_1	12		
B_S_MS_E_1	13		
B_S_MS_E_1	14		
B_S_MS_E_1	15		
B_S_MS_E_1	16		
B_S_MS_E_1	17		
B_S_MS_E_1	18		
B_S_MS_E_1	19		
B_S_MS_E_1	20		
B_S_MS_E_1	21		
B_S_MS_E_1	22		
B_S_MS_E_1	23		
B_S_MS_E_1	24		
B_S_MS_E_2	0		
B_S_MS_E_2	1		
B_S_MS_E_2	2		
B_S_MS_E_2	3		
B_S_MS_E_2	4		
B_S_MS_E_2	5		
B_S_MS_E_2	6		
B_S_MS_E_2	7		
B_S_MS_E_2	8		
B_S_MS_E_2	9		
B_S_MS_E_2	10		
B_S_MS_E_2	11		
B_S_MS_E_2	12		
B_S_MS_E_2	13		
B_S_MS_E_2	14		
B_S_MS_E_2	15		
B_S_MS_E_2	16		
B_S_MS_E_2	17		
B_S_MS_E_2	18		
B_S_MS_E_2	19		
B_S_MS_E_2	20		
B_S_MS_E_2	21		
B_S_MS_E_2	22		
B_S_MS_E_2	23		
B_S_MS_E_2	24		
B_S_MS_E_3	0		
B_S_MS_E_3	1		
B_S_MS_E_3	2		
B_S_MS_E_3	3		
B_S_MS_E_3	4		
B_S_MS_E_3	5		
B_S_MS_E_3	6		
B_S_MS_E_3	7		
B_S_MS_E_3	8		
B_S_MS_E_3	9		
B_S_MS_E_3	10		
B_S_MS_E_3	11		
B_S_MS_E_3	12		
B_S_MS_E_3	13		
B_S_MS_E_3	14		
B_S_MS_E_3	15		
B_S_MS_E_3	16		
B_S_MS_E_3	17		
B_S_MS_E_3	18		
B_S_MS_E_3	19		
B_S_MS_E_3	20		
B_S_MS_E_3	21		
B_S_MS_E_3	22		
B_S_MS_E_3	23		
B_S_MS_E_3	24		
B_S_MS_E_4	0		
B_S_MS_E_4	1		
B_S_MS_E_4	2		
B_S_MS_E_4	3		
B_S_MS_E_4	4		
B_S_MS_E_4	5		
B_S_MS_E_4	6		
B_S_MS_E_4	7		
B_S_MS_E_4	8		
B_S_MS_E_4	9		
B_S_MS_E_4	10		
B_S_MS_E_4	11		
B_S_MS_E_4	12		
B_S_MS_E_4	13		
B_S_MS_E_4	14		
B_S_MS_E_4	15		
B_S_MS_E_4	16		
B_S_MS_E_4	17		
B_S_MS_E_4	18		
B_S_MS_E_4	19		
B_S_MS_E_4	20		
B_S_MS_E_4	21		
B_S_MS_E_4	22		
B_S_MS_E_4	23		
B_S_MS_E_4	24		
B_S_NG_E_0	0		
B_S_NG_E_0	1		
B_S_NG_E_0	2		
B_S_NG_E_0	3		
B_S_NG_E_0	4		
B_S_NG_E_0	5		
B_S_NG_E_0	6		
B_S_NG_E_0	7		
B_S_NG_E_0	8		
B_S_NG_E_0	9		
B_S_NG_E_0	10		
B_S_NG_E_0	11		
B_S_NG_E_0	12		
B_S_NG_E_0	13		
B_S_NG_E_0	14		
B_S_NG_E_0	15		
B_S_NG_E_0	16		
B_S_NG_E_0	17		
B_S_NG_E_0	18		
B_S_NG_E_0	19		
B_S_NG_E_0	20		
B_S_NG_E_0	21		
B_S_NG_E_0	22		
B_S_NG_E_0	23		
B_S_NG_E_0	24		
B_S_PB_E_0	0		
B_S_PB_E_0	1		
B_S_PB_E_0	2		
B_S_PB_E_0	3		
B_S_PB_E_0	4		
B_S_PB_E_0	5		
B_S_PB_E_0	6		
B_S_PB_E_0	7		
B_S_PB_E_0	8		
B_S_PB_E_0	9		
B_S_PB_E_0	10		
B_S_PB_E_0	11		
B_S_PB_E_0	12		
B_S_PB_E_0	13		
B_S_PB_E_0	14		
B_S_PB_E_0	15		
B_S_PB_E_0	16		
B_S_PB_E_0	17		
B_S_PB_E_0	18		
B_S_PB_E_0	19		
B_S_PB_E_0	20		
B_S_PB_E_0	21		
B_S_PB_E_0	22		
B_S_PB_E_0	23		
B_S_PB_E_0	24		
B_S_PB_E_1	0		
B_S_PB_E_1	1		
B_S_PB_E_1	2		
B_S_PB_E_1	3		
B_S_PB_E_1	4		
B_S_PB_E_1	5		
B_S_PB_E_1	6		
B_S_PB_E_1	7		
B_S_PB_E_1	8		
B_S_PB_E_1	9		
B_S_PB_E_1	10		
B_S_PB_E_1	11		
B_S_PB_E_1	12		
B_S_PB_E_1	13		
B_S_PB_E_1	14		
B_S_PB_E_1	15		
B_S_PB_E_1	16		
B_S_PB_E_1	17		
B_S_PB_E_1	18		
B_S_PB_E_1	19		
B_S_PB_E_1	20		
B_S_PB_E_1	21		
B_S_PB_E_1	22		
B_S_PB_E_1	23		
B_S_PB_E_1	24		
B_S_PB_E_2	0		
B_S_PB_E_2	1		
B_S_PB_E_2	2		
B_S_PB_E_2	3		
B_S_PB_E_2	4		
B_S_PB_E_2	5		
B_S_PB_E_2	6		
B_S_PB_E_2	7		
B_S_PB_E_2	8		
B_S_PB_E_2	9		
B_S_PB_E_2	10		
B_S_PB_E_2	11		
B_S_PB_E_2	12		
B_S_PB_E_2	13		
B_S_PB_E_2	14		
B_S_PB_E_2	15		
B_S_PB_E_2	16		
B_S_PB_E_2	17		
B_S_PB_E_2	18		
B_S_PB_E_2	19		
B_S_PB_E_2	20		
B_S_PB_E_2	21		
B_S_PB_E_2	22		
B_S_PB_E_2	23		
B_S_PB_E_2	24		
B_S_PB_E_3	0		
B_S_PB_E_3	1		
B_S_PB_E_3	2		
B_S_PB_E_3	3		
B_S_PB_E_3	4		
B_S_PB_E_3	5		
B_S_PB_E_3	6		
B_S_PB_E_3	7		
B_S_PB_E_3	8		
B_S_PB_E_3	9		
B_S_PB_E_3	10		
B_S_PB_E_3	11		
B_S_PB_E_3	12		
B_S_PB_E_3	13		
B_S_PB_E_3	14		
B_S_PB_E_3	15		
B_S_PB_E_3	16		
B_S_PB_E_3	17		
B_S_PB_E_3	18		
B_S_PB_E_3	19		
B_S_PB_E_3	20		
B_S_PB_E_3	21		
B_S_PB_E_3	22		
B_S_PB_E_3	23		
B_S_PB_E_3	24		
B_S_PB_E_4	0		
B_S_PB_E_4	1		
B_S_PB_E_4	2		
B_S_PB_E_4	3		
B_S_PB_E_4	4		
B_S_PB_E_4	5		
B_S_PB_E_4	6		
B_S_PB_E_4	7		
B_S_PB_E_4	8		
B_S_PB_E_4	9		
B_S_PB_E_4	10		
B_S_PB_E_4	11		
B_S_PB_E_4	12		
B_S_PB_E_4	13		
B_S_PB_E_4	14		
B_S_PB_E_4	15		
B_S_PB_E_4	16		
B_S_PB_E_4	17		
B_S_PB_E_4	18		
B_S_PB_E_4	19		
B_S_PB_E_4	20		
B_S_PB_E_4	21		
B_S_PB_E_4	22		
B_S_PB_E_4	23		
B_S_PB_E_4	24		
B_S_PB_E_5	0		
B_S_PB_E_5	1		
B_S_PB_E_5	2		
B_S_PB_E_5	3		
B_S_PB_E_5	4		
B_S_PB_E_5	5		
B_S_PB_E_5	6		
B_S_PB_E_5	7		
B_S_PB_E_5	8		
B_S_PB_E_5	9		
B_S_PB_E_5	10		
B_S_PB_E_5	11		
B_S_PB_E_5	12		
B_S_PB_E_5	13		
B_S_PB_E_5	14		
B_S_PB_E_5	15		
B_S_PB_E_5	16		
B_S_PB_E_5	17		
B_S_PB_E_5	18		
B_S_PB_E_5	19		
B_S_PB_E_5	20		
B_S_PB_E_5	21		
B_S_PB_E_5	22		
B_S_PB_E_5	23		
B_S_PB_E_5	24		
B_S_PB_E_6	0		
B_S_PB_E_6	1		
B_S_PB_E_6	2		
B_S_PB_E_6	3		
B_S_PB_E_6	4		
B_S_PB_E_6	5		
B_S_PB_E_6	6		
B_S_PB_E_6	7		
B_S_PB_E_6	8		
B_S_PB_E_6	9		
B_S_PB_E_6	10		
B_S_PB_E_6	11		
B_S_PB_E_6	12		
B_S_PB_E_6	13		
B_S_PB_E_6	14		
B_S_PB_E_6	15		
B_S_PB_E_6	16		
B_S_PB_E_6	17		
B_S_PB_E_6	18		
B_S_PB_E_6	19		
B_S_PB_E_6	20		
B_S_PB_E_6	21		
B_S_PB_E_6	22		
B_S_PB_E_6	23		
B_S_PB_E_6	24		
C_EA_R_12_0	0		
C_EA_R_12_0	1		
C_EA_R_12_0	2		
C_EA_R_12_0	3		
C_EA_R_12_0	4		
C_EA_R_12_0	5		
C_EA_R_12_0	6		
C_EA_R_12_0	7		
C_EA_R_12_0	8		
C_EA_R_12_0	9		
C_EA_R_12_0	10		
C_EA_R_12_0	11		
C_EA_R_12_1	0		
C_EA_R_12_1	1		
C_EA_R_12_1	2		
C_EA_R_12_1	3		
C_EA_R_12_1	4		
C_EA_R_12_1	5		
C_EA_R_12_1	6		
C_EA_R_12_1	7		
C_EA_R_12_1	8		
C_EA_R_12_1	9		
C_EA_R_12_1	10		
C_EA_R_12_1	11		
C_EA_R_13_0	0		
C_EA_R_13_0	1		
C_EA_R_13_0	2		
C_EA_R_13_0	3		
C_EA_R_13_0	4		
C_EA_R_13_0	5		
C_EA_R_13_0	6		
C_EA_R_13_0	7		
C_EA_R_13_0	8		
C_EA_R_13_0	9		
C_EA_R_13_0	10		
C_EA_R_13_0	11		
C_EA_R_13_0	12		
C_EA_R_13_1	0		
C_EA_R_13_1	1		
C_EA_R_13_1	2		
C_EA_R_13_1	3		
C_EA_R_13_1	4		
C_EA_R_13_1	5		
C_EA_R_13_1	6		
C_EA_R_13_1	7		
C_EA_R_13_1	8		
C_EA_R_13_1	9		
C_EA_R_13_1	10		
C_EA_R_13_1	11		
C_EA_R_13_1	12		
C_EA_R_14_0	0		
C_EA_R_14_0	1		
C_EA_R_14_0	2		
C_EA_R_14_0	3		
C_EA_R_14_0	4		
C_EA_R_14_0	5		
C_EA_R_14_0	6		
C_EA_R_14_0	7		
C_EA_R_14_0	8		
C_EA_R_14_0	9		
C_EA_R_14_0	10		
C_EA_R_14_0	11		
C_EA_R_14_0	12		
C_EA_R_14_0	13		
C_EA_R_14_1	0		
C_EA_R_14_1	1		
C_EA_R_14_1	2		
C_EA_R_14_1	3		
C_EA_R_14_1	4		
C_EA_R_14_1	5		
C_EA_R_14_1	6		
C_EA_R_14_1	7		
C_EA_R_14_1	8		
C_EA_R_14_1	9		
C_EA_R_14_1	10		
C_EA_R_14_1	11		
C_EA_R_14_1	12		
C_EA_R_14_1	13		
C_EA_R_15_0	0		
C_EA_R_15_0	1		
C_EA_R_15_0	2		
C_EA_R_15_0	3		
C_EA_R_15_0	4		
C_EA_R_15_0	5		
C_EA_R_15_0	6		
C_EA_R_15_0	7		
C_EA_R_15_0	8		
C_EA_R_15_0	9		
C_EA_R_15_0	10		
C_EA_R_15_0	11		
C_EA_R_15_0	12		
C_EA_R_15_0	13		
C_EA_R_15_0	14		
C_EA_R_15_1	0		
C_EA_R_15_1	1		
C_EA_R_15_1	2		
C_EA_R_15_1	3		
C_EA_R_15_1	4		
C_EA_R_15_1	5		
C_EA_R_15_1	6		
C_EA_R_15_1	7		
C_EA_R_15_1	8		
C_EA_R_15_1	9		
C_EA_R_15_1	10		
C_EA_R_15_1	11		
C_EA_R_15_1	12		
C_EA_R_15_1	13		
C_EA_R_15_1	14		
C_EA_R_16_0	0		
C_EA_R_16_0	1		
C_EA_R_16_0	2		
C_EA_R_16_0	3		
C_EA_R_16_0	4		
C_EA_R_16_0	5		
C_EA_R_16_0	6		
C_EA_R_16_0	7		
C_EA_R_16_0	8		
C_EA_R_16_0	9		
C_EA_R_16_0	10		
C_EA_R_16_0	11		
C_EA_R_16_0	12		
C_EA_R_16_0	13		
C_EA_R_16_0	14		
C_EA_R_16_0	15		
C_EA_R_16_1	0		
C_EA_R_16_1	1		
C_EA_R_16_1	2		
C_EA_R_16_1	3		
C_EA_R_16_1	4		
C_EA_R_16_1	5		
C_EA_R_16_1	6		
C_EA_R_16_1	7		
C_EA_R_16_1	8		
C_EA_R_16_1	9		
C_EA_R_16_1	10		
C_EA_R_16_1	11		
C_EA_R_16_1	12		
C_EA_R_16_1	13		
C_EA_R_16_1	14		
C_EA_R_16_1	15		
C_F_EA_E_10_0	0		
C_F_EA_E_10_0	1		
C_F_EA_E_10_0	2		
C_F_EA_E_10_0	3		
C_F_EA_E_10_0	4		
C_F_EA_E_10_0	5		
C_F_EA_E_10_0	6		
C_F_EA_E_10_0	7		
C_F_EA_E_10_0	8		
C_F_EA_E_10_0	9		
C_F_EA_E_11_0	0		
C_F_EA_E_11_0	1		
C_F_EA_E_11_0	2		
C_F_EA_E_11_0	3		
C_F_EA_E_11_0	4		
C_F_EA_E_11_0	5		
C_F_EA_E_11_0	6		
C_F_EA_E_11_0	7		
C_F_EA_E_11_0	8		
C_F_EA_E_11_0	9		
C_F_EA_E_11_0	10		
C_F_EA_E_12_0	0		
C_F_EA_E_12_0	1		
C_F_EA_E_12_0	2		
C_F_EA_E_12_0	3		
C_F_EA_E_12_0	4		
C_F_EA_E_12_0	5		
C_F_EA_E_12_0	6		
C_F_EA_E_12_0	7		
C_F_EA_E_12_0	8		
C_F_EA_E_12_0	9		
C_F_EA_E_12_0	10		
C_F_EA_E_12_0	11		
C_F_EA_E_12_1	0		
C_F_EA_E_12_1	1		
C_F_EA_E_12_1	2		
C_F_EA_E_12_1	3		
C_F_EA_E_12_1	4		
C_F_EA_E_12_1	5		
C_F_EA_E_12_1	6		
C_F_EA_E_12_1	7		
C_F_EA_E_12_1	8		
C_F_EA_E_12_1	9		
C_F_EA_E_12_1	10		
C_F_EA_E_12_1	11		
C_F_EA_E_13_0	0		
C_F_EA_E_13_0	1		
C_F_EA_E_13_0	2		
C_F_EA_E_13_0	3		
C_F_EA_E_13_0	4		
C_F_EA_E_13_0	5		
C_F_EA_E_13_0	6		
C_F_EA_E_13_0	7		
C_F_EA_E_13_0	8		
C_F_EA_E_13_0	9		
C_F_EA_E_13_0	10		
C_F_EA_E_13_0	11		
C_F_EA_E_13_0	12		
C_F_EA_E_13_1	0		
C_F_EA_E_13_1	1		
C_F_EA_E_13_1	2		
C_F_EA_E_13_1	3		
C_F_EA_E_13_1	4		
C_F_EA_E_13_1	5		
C_F_EA_E_13_1	6		
C_F_EA_E_13_1	7		
C_F_EA_E_13_1	8		
C_F_EA_E_13_1	9		
C_F_EA_E_13_1	10		
C_F_EA_E_13_1	11		
C_F_EA_E_13_1	12		
C_F_EA_E_14_0	0		
C_F_EA_E_14_0	1		
C_F_EA_E_14_0	2		
C_F_EA_E_14_0	3		
C_F_EA_E_14_0	4		
C_F_EA_E_14_0	5		
C_F_EA_E_14_0	6		
C_F_EA_E_14_0	7		
C_F_EA_E_14_0	8		
C_F_EA_E_14_0	9		
C_F_EA_E_14_0	10		
C_F_EA_E_14_0	11		
C_F_EA_E_14_0	12		
C_F_EA_E_14_0	13		
C_F_EA_E_14_1	0		
C_F_EA_E_14_1	1		
C_F_EA_E_14_1	2		
C_F_EA_E_14_1	3		
C_F_EA_E_14_1	4		
C_F_EA_E_14_1	5		
C_F_EA_E_14_1	6		
C_F_EA_E_14_1	7		
C_F_EA_E_14_1	8		
C_F_EA_E_14_1	9		
C_F_EA_E_14_1	10		
C_F_EA_E_14_1	11		
C_F_EA_E_14_1	12		
C_F_EA_E_14_1	13		
C_F_EA_E_15_0	0		
C_F_EA_E_15_0	1		
C_F_EA_E_15_0	2		
C_F_EA_E_15_0	3		
C_F_EA_E_15_0	4		
C_F_EA_E_15_0	5		
C_F_EA_E_15_0	6		
C_F_EA_E_15_0	7		
C_F_EA_E_15_0	8		
C_F_EA_E_15_0	9		
C_F_EA_E_15_0	10		
C_F_EA_E_15_0	11		
C_F_EA_E_15_0	12		
C_F_EA_E_15_0	13		
C_F_EA_E_15_0	14		
C_F_EA_E_16_0	0		
C_F_EA_E_16_0	1		
C_F_EA_E_16_0	2		
C_F_EA_E_16_0	3		
C_F_EA_E_16_0	4		
C_F_EA_E_16_0	5		
C_F_EA_E_16_0	6		
C_F_EA_E_16_0	7		
C_F_EA_E_16_0	8		
C_F_EA_E_16_0	9		
C_F_EA_E_16_0	10		
C_F_EA_E_16_0	11		
C_F_EA_E_16_0	12		
C_F_EA_E_16_0	13		
C_F_EA_E_16_0	14		
C_F_EA_E_16_0	15		
C_F_GS_E_0	0		
C_F_GS_E_0	1		
C_F_GS_E_0	2		
C_F_GS_E_0	3		
C_F_GS_E_0	4		
C_F_GS_E_0	5		
C_F_GS_E_0	6		
C_F_GS_E_0	7		
C_F_GS_E_0	8		
C_F_GS_E_0	9		
C_F_GS_E_0	10		
C_F_GS_E_0	11		
C_F_GS_E_0	12		
C_F_GS_E_0	13		
C_F_GS_E_0	14		
C_F_GS_E_0	15		
C_F_GS_E_0	16		
C_F_GS_E_0	17		
C_F_GS_E_0	18		
C_F_GS_E_0	19		
C_F_GS_E_0	20		
C_F_GS_E_0	21		
C_F_GS_E_0	22		
C_F_GS_E_0	23		
C_F_GS_E_0	24		
C_F_MS_E_0	0		
C_F_MS_E_0	1		
C_F_MS_E_0	2		
C_F_MS_E_0	3		
C_F_MS_E_0	4		
C_F_MS_E_0	5		
C_F_MS_E_0	6		
C_F_MS_E_0	7		
C_F_MS_E_0	8		
C_F_MS_E_0	9		
C_F_MS_E_0	10		
C_F_MS_E_0	11		
C_F_MS_E_0	12		
C_F_MS_E_0	13		
C_F_MS_E_0	14		
C_F_MS_E_0	15		
C_F_MS_E_0	16		
C_F_MS_E_0	17		
C_F_MS_E_0	18		
C_F_MS_E_0	19		
C_F_MS_E_0	20		
C_F_MS_E_0	21		
C_F_MS_E_0	22		
C_F_MS_E_0	23		
C_F_MS_E_0	24		
C_F_MS_E_1	0		
C_F_MS_E_1	1		
C_F_MS_E_1	2		
C_F_MS_E_1	3		
C_F_MS_E_1	4		
C_F_MS_E_1	5		
C_F_MS_E_1	6		
C_F_MS_E_1	7		
C_F_MS_E_1	8		
C_F_MS_E_1	9		
C_F_MS_E_1	10		
C_F_MS_E_1	11		
C_F_MS_E_1	12		
C_F_MS_E_1	13		
C_F_MS_E_1	14		
C_F_MS_E_1	15		
C_F_MS_E_1	16		
C_F_MS_E_1	17		
C_F_MS_E_1	18		
C_F_MS_E_1	19		
C_F_MS_E_1	20		
C_F_MS_E_1	21		
C_F_MS_E_1	22		
C_F_MS_E_1	23		
C_F_MS_E_1	24		
C_F_MS_E_2	0		
C_F_MS_E_2	1		
C_F_MS_E_2	2		
C_F_MS_E_2	3		
C_F_MS_E_2	4		
C_F_MS_E_2	5		
C_F_MS_E_2	6		
C_F_MS_E_2	7		
C_F_MS_E_2	8		
C_F_MS_E_2	9		
C_F_MS_E_2	10		
C_F_MS_E_2	11		
C_F_MS_E_2	12		
C_F_MS_E_2	13		
C_F_MS_E_2	14		
C_F_MS_E_2	15		
C_F_MS_E_2	16		
C_F_MS_E_2	17		
C_F_MS_E_2	18		
C_F_MS_E_2	19		
C_F_MS_E_2	20		
C_F_MS_E_2	21		
C_F_MS_E_2	22		
C_F_MS_E_2	23		
C_F_MS_E_2	24		
C_F_MS_E_3	0		
C_F_MS_E_3	1		
C_F_MS_E_3	2		
C_F_MS_E_3	3		
C_F_MS_E_3	4		
C_F_MS_E_3	5		
C_F_MS_E_3	6		
C_F_MS_E_3	7		
C_F_MS_E_3	8		
C_F_MS_E_3	9		
C_F_MS_E_3	10		
C_F_MS_E_3	11		
C_F_MS_E_3	12		
C_F_MS_E_3	13		
C_F_MS_E_3	14		
C_F_MS_E_3	15		
C_F_MS_E_3	16		
C_F_MS_E_3	17		
C_F_MS_E_3	18		
C_F_MS_E_3	19		
C_F_MS_E_3	20		
C_F_MS_E_3	21		
C_F_MS_E_3	22		
C_F_MS_E_3	23		
C_F_MS_E_3	24		
C_F_MS_E_4	0		
C_F_MS_E_4	1		
C_F_MS_E_4	2		
C_F_MS_E_4	3		
C_F_MS_E_4	4		
C_F_MS_E_4	5		
C_F_MS_E_4	6		
C_F_MS_E_4	7		
C_F_MS_E_4	8		
C_F_MS_E_4	9		
C_F_MS_E_4	10		
C_F_MS_E_4	11		
C_F_MS_E_4	12		
C_F_MS_E_4	13		
C_F_MS_E_4	14		
C_F_MS_E_4	15		
C_F_MS_E_4	16		
C_F_MS_E_4	17		
C_F_MS_E_4	18		
C_F_MS_E_4	19		
C_F_MS_E_4	20		
C_F_MS_E_4	21		
C_F_MS_E_4	22		
C_F_MS_E_4	23		
C_F_MS_E_4	24		
C_F_NG_E_0	0		
C_F_NG_E_0	1		
C_F_NG_E_0	2		
C_F_NG_E_0	3		
C_F_NG_E_0	4		
C_F_NG_E_0	5		
C_F_NG_E_0	6		
C_F_NG_E_0	7		
C_F_NG_E_0	8		
C_F_NG_E_0	9		
C_F_NG_E_0	10		
C_F_NG_E_0	11		
C_F_NG_E_0	12		
C_F_NG_E_0	13		
C_F_NG_E_0	14		
C_F_NG_E_0	15		
C_F_NG_E_0	16		
C_F_NG_E_0	17		
C_F_NG_E_0	18		
C_F_NG_E_0	19		
C_F_NG_E_0	20		
C_F_NG_E_0	21		
C_F_NG_E_0	22		
C_F_NG_E_0	23		
C_F_NG_E_0	24		
C_F_PB_E_0	0		
C_F_PB_E_0	1		
C_F_PB_E_0	2		
C_F_PB_E_0	3		
C_F_PB_E_0	4		
C_F_PB_E_0	5		
C_F_PB_E_0	6		
C_F_PB_E_0	7		
C_F_PB_E_0	8		
C_F_PB_E_0	9		
C_F_PB_E_0	10		
C_F_PB_E_0	11		
C_F_PB_E_0	12		
C_F_PB_E_0	13		
C_F_PB_E_0	14		
C_F_PB_E_0	15		
C_F_PB_E_0	16		
C_F_PB_E_0	17		
C_F_PB_E_0	18		
C_F_PB_E_0	19		
C_F_PB_E_0	20		
C_F_PB_E_0	21		
C_F_PB_E_0	22		
C_F_PB_E_0	23		
C_F_PB_E_0	24		
C_F_PB_E_1	0		
C_F_PB_E_1	1		
C_F_PB_E_1	2		
C_F_PB_E_1	3		
C_F_PB_E_1	4		
C_F_PB_E_1	5		
C_F_PB_E_1	6		
C_F_PB_E_1	7		
C_F_PB_E_1	8		
C_F_PB_E_1	9		
C_F_PB_E_1	10		
C_F_PB_E_1	11		
C_F_PB_E_1	12		
C_F_PB_E_1	13		
C_F_PB_E_1	14		
C_F_PB_E_1	15		
C_F_PB_E_1	16		
C_F_PB_E_1	17		
C_F_PB_E_1	18		
C_F_PB_E_1	19		
C_F_PB_E_1	20		
C_F_PB_E_1	21		
C_F_PB_E_1	22		
C_F_PB_E_1	23		
C_F_PB_E_1	24		
C_F_PB_E_2	0		
C_F_PB_E_2	1		
C_F_PB_E_2	2		
C_F_PB_E_2	3		
C_F_PB_E_2	4		
C_F_PB_E_2	5		
C_F_PB_E_2	6		
C_F_PB_E_2	7		
C_F_PB_E_2	8		
C_F_PB_E_2	9		
C_F_PB_E_2	10		
C_F_PB_E_2	11		
C_F_PB_E_2	12		
C_F_PB_E_2	13		
C_F_PB_E_2	14		
C_F_PB_E_2	15		
C_F_PB_E_2	16		
C_F_PB_E_2	17		
C_F_PB_E_2	18		
C_F_PB_E_2	19		
C_F_PB_E_2	20		
C_F_PB_E_2	21		
C_F_PB_E_2	22		
C_F_PB_E_2	23		
C_F_PB_E_2	24		
C_GS_R_0	0		
C_GS_R_0	1		
C_GS_R_0	2		
C_GS_R_0	3		
C_GS_R_0	4		
C_GS_R_0	5		
C_GS_R_0	6		
C_GS_R_0	7		
C_GS_R_0	8		
C_GS_R_0	9		
C_GS_R_0	10		
C_GS_R_0	11		
C_GS_R_0	12		
C_GS_R_0	13		
C_GS_R_0	14		
C_GS_R_0	15		
C_GS_R_0	16		
C_GS_R_0	17		
C_GS_R_0	18		
C_GS_R_0	19		
C_GS_R_0	20		
C_GS_R_0	21		
C_GS_R_0	22		
C_GS_R_0	23		
C_GS_R_0	24		
C_GS_R_1	0		
C_GS_R_1	1		
C_GS_R_1	2		
C_GS_R_1	3		
C_GS_R_1	4		
C_GS_R_1	5		
C_GS_R_1	6		
C_GS_R_1	7		
C_GS_R_1	8		
C_GS_R_1	9		
C_GS_R_1	10		
C_GS_R_1	11		
C_GS_R_1	12		
C_GS_R_1	13		
C_GS_R_1	14		
C_GS_R_1	15		
C_GS_R_1	16		
C_GS_R_1	17		
C_GS_R_1	18		
C_GS_R_1	19		
C_GS_R_1	20		
C_GS_R_1	21		
C_GS_R_1	22		
C_GS_R_1	23		
C_GS_R_1	24		
C_GS_R_2	0		
C_GS_R_2	1		
C_GS_R_2	2		
C_GS_R_2	3		
C_GS_R_2	4		
C_GS_R_2	5		
C_GS_R_2	6		
C_GS_R_2	7		
C_GS_R_2	8		
C_GS_R_2	9		
C_GS_R_2	10		
C_GS_R_2	11		
C_GS_R_2	12		
C_GS_R_2	13		
C_GS_R_2	14		
C_GS_R_2	15		
C_GS_R_2	16		
C_GS_R_2	17		
C_GS_R_2	18		
C_GS_R_2	19		
C_GS_R_2	20		
C_GS_R_2	21		
C_GS_R_2	22		
C_GS_R_2	23		
C_GS_R_2	24		
C_GS_R_3	0		
C_GS_R_3	1		
C_GS_R_3	2		
C_GS_R_3	3		
C_GS_R_3	4		
C_GS_R_3	5		
C_GS_R_3	6		
C_GS_R_3	7		
C_GS_R_3	8		
C_GS_R_3	9		
C_GS_R_3	10		
C_GS_R_3	11		
C_GS_R_3	12		
C_GS_R_3	13		
C_GS_R_3	14		
C_GS_R_3	15		
C_GS_R_3	16		
C_GS_R_3	17		
C_GS_R_3	18		
C_GS_R_3	19		
C_GS_R_3	20		
C_GS_R_3	21		
C_GS_R_3	22		
C_GS_R_3	23		
C_GS_R_3	24		
C_G_EA_E_10_0	0		
C_G_EA_E_10_0	1		
C_G_EA_E_10_0	2		
C_G_EA_E_10_0	3		
C_G_EA_E_10_0	4		
C_G_EA_E_10_0	5		
C_G_EA_E_10_0	6		
C_G_EA_E_10_0	7		
C_G_EA_E_10_0	8		
C_G_EA_E_10_0	9		
C_G_EA_E_11_0	0		
C_G_EA_E_11_0	1		
C_G_EA_E_11_0	2		
C_G_EA_E_11_0	3		
C_G_EA_E_11_0	4		
C_G_EA_E_11_0	5		
C_G_EA_E_11_0	6		
C_G_EA_E_11_0	7		
C_G_EA_E_11_0	8		
C_G_EA_E_11_0	9		
C_G_EA_E_11_0	10		
C_G_EA_E_12_0	0		
C_G_EA_E_12_0	1		
C_G_EA_E_12_0	2		
C_G_EA_E_12_0	3		
C_G_EA_E_12_0	4		
C_G_EA_E_12_0	5		
C_G_EA_E_12_0	6		
C_G_EA_E_12_0	7		
C_G_EA_E_12_0	8		
C_G_EA_E_12_0	9		
C_G_EA_E_12_0	10		
C_G_EA_E_12_0	11		
C_G_EA_E_12_1	0		
C_G_EA_E_12_1	1		
C_G_EA_E_12_1	2		
C_G_EA_E_12_1	3		
C_G_EA_E_12_1	4		
C_G_EA_E_12_1	5		
C_G_EA_E_12_1	6		
C_G_EA_E_12_1	7		
C_G_EA_E_12_1	8		
C_G_EA_E_12_1	9		
C_G_EA_E_12_1	10		
C_G_EA_E_12_1	11		
