strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres
KROLCL	K	R	O	L	C	L	0.0	587.1	0.0	0.0	30.900000000000002
KROLIP	K	R	O	L	I	P	0.0	0.0	0.0	87.4	4.6000000000000005
KROLIM	K	R	O	L	I	M	301.15	0.0	0.0	0.0	15.850000000000001
KROLIL	K	R	O	L	I	L	0.0	0.0	567.15	0.0	29.85
KROLAM	K	R	O	L	A	M	0.0	0.0	190.0	0.0	10.0
KROLAL	K	R	O	L	A	L	0.0	0.0	394.25	0.0	20.75
KROLLM	K	R	O	L	L	M	99.75	0.0	0.0	0.0	5.25
KROLLL	K	R	O	L	L	L	0.0	0.0	129.2	0.0	6.800000000000001
KROHWL	K	R	O	H	W	L	0.0	88.35	0.0	0.0	4.65
KROHCL	K	R	O	H	C	L	132.05	0.0	0.0	0.0	6.95
KROCPM	K	R	O	C	P	M	114.0	0.0	0.0	0.0	6.0
KROCPL	K	R	O	C	P	L	0.0	0.0	164.35	0.0	8.65
KROCDL	K	R	O	C	D	L	129.2	0.0	0.0	0.0	6.800000000000001
KROCWL	K	R	O	C	W	L	151.05	0.0	0.0	0.0	7.95
KROCCL	K	R	O	C	C	L	52.25	0.0	0.0	0.0	2.75
KROCIP	K	R	O	C	I	P	0.0	0.0	0.0	70.3	3.7
KROCIM	K	R	O	C	I	M	0.0	506.35	0.0	0.0	26.650000000000002
KROCIL	K	R	O	C	I	L	0.0	0.0	618.45	0.0	32.550000000000004
KROCAP	K	R	O	C	A	P	0.0	0.0	0.0	55.1	2.9000000000000004
KROCAM	K	R	O	C	A	M	148.2	0.0	0.0	0.0	7.800000000000001
KROCAL	K	R	O	C	A	L	0.0	210.9	0.0	0.0	11.100000000000001
KROCLM	K	R	O	C	L	M	98.8	0.0	0.0	0.0	5.2
KROCLL	K	R	O	C	L	L	65.55	0.0	0.0	0.0	3.45
KRORPS	K	R	O	R	P	S	0.0	0.0	0.0	72.2	3.8000000000000003
KRORPM	K	R	O	R	P	M	0.0	187.15	0.0	0.0	9.850000000000001
KRORPL	K	R	O	R	P	L	424.65	0.0	0.0	0.0	22.35
KRORDS	K	R	O	R	D	S	0.0	0.0	0.0	76.0	4.0
KRORDM	K	R	O	R	D	M	0.0	361.95	0.0	0.0	19.05
KRORDL	K	R	O	R	D	L	760.0	0.0	0.0	0.0	40.0
KRORWS	K	R	O	R	W	S	0.0	0.0	0.0	110.2	5.800000000000001
KRORWM	K	R	O	R	W	M	228.95	0.0	0.0	0.0	12.05
KRORWL	K	R	O	R	W	L	0.0	633.65	0.0	0.0	33.35
KRORCM	K	R	O	R	C	M	113.05	0.0	0.0	0.0	5.95
KRORCL	K	R	O	R	C	L	0.0	512.05	0.0	0.0	26.950000000000003
KRORIM	K	R	O	R	I	M	398.05	0.0	0.0	0.0	20.950000000000003
KRORIL	K	R	O	R	I	L	0.0	327.75	0.0	0.0	17.25
KRORAM	K	R	O	R	A	M	0.0	201.4	0.0	0.0	10.600000000000001
KRORAL	K	R	O	R	A	L	164.35	0.0	0.0	0.0	8.65
KRPLPM	K	R	P	L	P	M	223.25	0.0	0.0	0.0	11.75
KRPLPL	K	R	P	L	P	L	114.0	0.0	0.0	0.0	6.0
KRPLDM	K	R	P	L	D	M	112.1	0.0	0.0	0.0	5.9
KRPLDL	K	R	P	L	D	L	156.75	0.0	0.0	0.0	8.25
KRPLWM	K	R	P	L	W	M	130.15	0.0	0.0	0.0	6.8500000000000005
KRPLWL	K	R	P	L	W	L	447.45	0.0	0.0	0.0	23.55
KRPLCL	K	R	P	L	C	L	59.85	0.0	0.0	0.0	3.1500000000000004
KRPLIP	K	R	P	L	I	P	0.0	0.0	0.0	218.5	11.5
KRPLIM	K	R	P	L	I	M	1545.65	0.0	0.0	0.0	81.35000000000001
KRPLIL	K	R	P	L	I	L	0.0	0.0	1954.15	0.0	102.85000000000001
KRPLAP	K	R	P	L	A	P	0.0	0.0	0.0	224.2	11.8
KRPLAM	K	R	P	L	A	M	730.55	0.0	0.0	0.0	38.45
KRPLAL	K	R	P	L	A	L	0.0	918.65	0.0	0.0	48.35
KRPLLP	K	R	P	L	L	P	0.0	0.0	0.0	74.1	3.9000000000000004
KRPLLM	K	R	P	L	L	M	0.0	0.0	259.35	0.0	13.65
KRPLLL	K	R	P	L	L	L	223.25	0.0	0.0	0.0	11.75
KRPHDL	K	R	P	H	D	L	51.3	0.0	0.0	0.0	2.7
KRPHWM	K	R	P	H	W	M	0.0	0.0	116.85	0.0	6.15
KRPHWL	K	R	P	H	W	L	105.45	0.0	0.0	0.0	5.550000000000001
KRPHCL	K	R	P	H	C	L	85.5	0.0	0.0	0.0	4.5
KRPHIM	K	R	P	H	I	M	0.0	0.0	76.0	0.0	4.0
KRPHIL	K	R	P	H	I	L	81.7	0.0	0.0	0.0	4.3
KRPHAM	K	R	P	H	A	M	67.45	0.0	0.0	0.0	3.5500000000000003
KRPHLL	K	R	P	H	L	L	52.25	0.0	0.0	0.0	2.75
KRPCPM	K	R	P	C	P	M	0.0	0.0	799.9	0.0	42.1
KRPCPL	K	R	P	C	P	L	0.0	0.0	334.4	0.0	17.6
KRPCDM	K	R	P	C	D	M	112.1	0.0	0.0	0.0	5.9
KRPCDL	K	R	P	C	D	L	295.45	0.0	0.0	0.0	15.55
KRPCWM	K	R	P	C	W	M	461.7	0.0	0.0	0.0	24.3
KRPCWL	K	R	P	C	W	L	551.95	0.0	0.0	0.0	29.05
KRPCCL	K	R	P	C	C	L	146.3	0.0	0.0	0.0	7.7
KRPCIP	K	R	P	C	I	P	0.0	0.0	0.0	314.45	16.55
KRPCIM	K	R	P	C	I	M	2185.95	0.0	0.0	0.0	115.05000000000001
KRPCIL	K	R	P	C	I	L	0.0	2843.35	0.0	0.0	149.65
KRPCAP	K	R	P	C	A	P	0.0	0.0	0.0	158.65	8.35
KRPCAM	K	R	P	C	A	M	518.7	0.0	0.0	0.0	27.3
KRPCAL	K	R	P	C	A	L	795.15	0.0	0.0	0.0	41.85
KRPCLP	K	R	P	C	L	P	0.0	0.0	0.0	108.3	5.7
KRPCLM	K	R	P	C	L	M	344.85	0.0	0.0	0.0	18.150000000000002
KRPCLL	K	R	P	C	L	L	523.45	0.0	0.0	0.0	27.55
KRPRPS	K	R	P	R	P	S	0.0	0.0	0.0	513.95	27.05
KRPRPM	K	R	P	R	P	M	1350.9	0.0	0.0	0.0	71.10000000000001
KRPRPL	K	R	P	R	P	L	2358.85	0.0	0.0	0.0	124.15
KRPRDS	K	R	P	R	D	S	0.0	0.0	0.0	420.85	22.150000000000002
KRPRDM	K	R	P	R	D	M	0.0	0.0	1974.1	0.0	103.9
KRPRDL	K	R	P	R	D	L	0.0	3114.1	0.0	0.0	163.9
KRPRWS	K	R	P	R	W	S	0.0	0.0	0.0	834.1	43.900000000000006
KRPRWP	K	R	P	R	W	P	0.0	0.0	0.0	288.8	15.200000000000001
KRPRWM	K	R	P	R	W	M	0.0	0.0	1503.85	0.0	79.15
KRPRWL	K	R	P	R	W	L	0.0	2246.75	0.0	0.0	118.25
KRPRCS	K	R	P	R	C	S	0.0	0.0	0.0	422.75	22.25
KRPRCP	K	R	P	R	C	P	0.0	0.0	0.0	118.75	6.25
KRPRCM	K	R	P	R	C	M	450.3	0.0	0.0	0.0	23.700000000000003
KRPRCL	K	R	P	R	C	L	0.0	0.0	1634.0	0.0	86.0
KRPRIS	K	R	P	R	I	S	0.0	0.0	0.0	284.05	14.950000000000001
KRPRIP	K	R	P	R	I	P	0.0	0.0	0.0	858.8	45.2
KRPRIM	K	R	P	R	I	M	2628.65	0.0	0.0	0.0	138.35
KRPRIL	K	R	P	R	I	L	0.0	1944.65	0.0	0.0	102.35000000000001
KRPRAS	K	R	P	R	A	S	0.0	0.0	0.0	78.85	4.15
KRPRAP	K	R	P	R	A	P	0.0	0.0	0.0	96.9	5.1000000000000005
KRPRAM	K	R	P	R	A	M	0.0	840.75	0.0	0.0	44.25
KRPRAL	K	R	P	R	A	L	828.4	0.0	0.0	0.0	43.6
KRPRLS	K	R	P	R	L	S	0.0	0.0	0.0	55.1	2.9000000000000004
KRPRLP	K	R	P	R	L	P	0.0	0.0	0.0	87.4	4.6000000000000005
KRPRLM	K	R	P	R	L	M	262.2	0.0	0.0	0.0	13.8
KRPRLL	K	R	P	R	L	L	380.0	0.0	0.0	0.0	20.0
KNNLPS	K	N	N	L	P	S	0.0	0.0	0.0	387.6	20.400000000000002
KNNLPM	K	N	N	L	P	M	2369.3	0.0	0.0	0.0	124.7
KNNLPL	K	N	N	L	P	L	2921.25	0.0	0.0	0.0	153.75
KNNLDS	K	N	N	L	D	S	0.0	0.0	0.0	612.75	32.25
KNNLDM	K	N	N	L	D	M	0.0	0.0	1014.6	0.0	53.400000000000006
KNNLDL	K	N	N	L	D	L	2490.9	0.0	0.0	0.0	131.1
KNNLWS	K	N	N	L	W	S	0.0	0.0	0.0	1003.2	52.800000000000004
KNNLWP	K	N	N	L	W	P	0.0	0.0	0.0	572.85	30.150000000000002
KNNLWM	K	N	N	L	W	M	1381.9573762697103	0.0	1994.34262373029	0.0	177.70000000000002
KNNLWL	K	N	N	L	W	L	0.0	7147.8	0.0	0.0	376.20000000000005
KNNLCS	K	N	N	L	C	S	0.0	0.0	0.0	562.4	29.6
KNNLCP	K	N	N	L	C	P	0.0	0.0	0.0	228.0	12.0
KNNLCM	K	N	N	L	C	M	1764.15	0.0	0.0	0.0	92.85000000000001
KNNLCL	K	N	N	L	C	L	0.0	0.0	6350.75	0.0	334.25
KNNLIS	K	N	N	L	I	S	0.0	0.0	0.0	1498.15	78.85000000000001
KNNLIP	K	N	N	L	I	P	0.0	0.0	0.0	464.55	24.450000000000003
KNNLIM	K	N	N	L	I	M	2762.6	0.0	0.0	0.0	145.4
KNNLIL	K	N	N	L	I	L	4894.4	0.0	0.0	0.0	257.6
KNNLAS	K	N	N	L	A	S	0.0	0.0	0.0	528.2	27.8
KNNLAP	K	N	N	L	A	P	0.0	0.0	0.0	409.45	21.55
KNNLAM	K	N	N	L	A	M	0.0	0.0	2047.25	0.0	107.75
KNNLAL	K	N	N	L	A	L	3827.55	0.0	0.0	0.0	201.45000000000002
KNNLLS	K	N	N	L	L	S	0.0	0.0	0.0	48.45	2.5500000000000003
KNNLLP	K	N	N	L	L	P	0.0	0.0	0.0	135.85	7.15
KNNLLM	K	N	N	L	L	M	873.05	0.0	0.0	0.0	45.95
KNNLLL	K	N	N	L	L	L	0.0	0.0	776.15	0.0	40.85
KNNHPM	K	N	N	H	P	M	0.0	0.0	61.75	0.0	3.25
KNNHWM	K	N	N	H	W	M	51.3	0.0	0.0	0.0	2.7
KNNHIP	K	N	N	H	I	P	0.0	0.0	0.0	72.2	3.8000000000000003
KNNHIM	K	N	N	H	I	M	97.85	0.0	0.0	0.0	5.15
KNNHIL	K	N	N	H	I	L	62.7	0.0	0.0	0.0	3.3000000000000003
KNNHAM	K	N	N	H	A	M	65.55	0.0	0.0	0.0	3.45
KNNHLM	K	N	N	H	L	M	52.25	0.0	0.0	0.0	2.75
KNNCPS	K	N	N	C	P	S	0.0	0.0	0.0	1135.25	59.75
KNNCPM	K	N	N	C	P	M	19238.45	0.0	0.0	0.0	1012.5500000000001
KNNCPL	K	N	N	C	P	L	0.0	23128.7	0.0	0.0	1217.3
KNNCDS	K	N	N	C	D	S	0.0	0.0	0.0	1064.95	56.050000000000004
KNNCDM	K	N	N	C	D	M	0.0	4058.4	0.0	0.0	213.60000000000002
KNNCDL	K	N	N	C	D	L	11329.7	0.0	0.0	0.0	596.3000000000001
KNNCWS	K	N	N	C	W	S	0.0	0.0	0.0	842.65	44.35
KNNCWP	K	N	N	C	W	P	0.0	0.0	0.0	1211.25	63.75
KNNCWM	K	N	N	C	W	M	9249.2	0.0	0.0	0.0	486.8
KNNCWL	K	N	N	C	W	L	0.0	15568.6	0.0	0.0	819.4000000000001
KNNCCS	K	N	N	C	C	S	0.0	0.0	0.0	317.3	16.7
KNNCCP	K	N	N	C	C	P	0.0	0.0	0.0	400.9	21.1
KNNCCM	K	N	N	C	C	M	0.0	0.0	1943.7	0.0	102.30000000000001
KNNCCL	K	N	N	C	C	L	0.0	0.0	8808.4	0.0	463.6
KNNCIS	K	N	N	C	I	S	0.0	0.0	0.0	791.35	41.650000000000006
KNNCIP	K	N	N	C	I	P	0.0	0.0	0.0	1871.5	98.5
KNNCIM	K	N	N	C	I	M	13595.45	0.0	0.0	0.0	715.5500000000001
KNNCIL	K	N	N	C	I	L	0.0	15462.2	0.0	0.0	813.8000000000001
KNNCAS	K	N	N	C	A	S	0.0	0.0	0.0	273.6	14.4
KNNCAP	K	N	N	C	A	P	0.0	0.0	0.0	712.5	37.5
KNNCAM	K	N	N	C	A	M	3251.85	0.0	0.0	0.0	171.15
KNNCAL	K	N	N	C	A	L	0.0	0.0	6335.55	0.0	333.45000000000005
KNNCLS	K	N	N	C	L	S	0.0	0.0	0.0	85.5	4.5
KNNCLP	K	N	N	C	L	P	0.0	0.0	0.0	630.8	33.2
KNNCLM	K	N	N	C	L	M	2551.7	0.0	0.0	0.0	134.3
KNNCLL	K	N	N	C	L	L	3305.05	0.0	0.0	0.0	173.95000000000002
KNNRPS	K	N	N	R	P	S	0.0	0.0	0.0	178.6	9.4
KNNRPM	K	N	N	R	P	M	0.0	0.0	3105.55	0.0	163.45000000000002
KNNRPL	K	N	N	R	P	L	0.0	4863.05	0.0	0.0	255.95000000000002
KNNRDM	K	N	N	R	D	M	0.0	0.0	1352.8	0.0	71.2
KNNRDL	K	N	N	R	D	L	0.0	2888.0	0.0	0.0	152.0
KNNRWP	K	N	N	R	W	P	0.0	0.0	0.0	411.35	21.650000000000002
KNNRWM	K	N	N	R	W	M	2102.35	0.0	0.0	0.0	110.65
KNNRWL	K	N	N	R	W	L	0.0	3056.15	0.0	0.0	160.85000000000002
KNNRCM	K	N	N	R	C	M	414.2	0.0	0.0	0.0	21.8
KNNRCL	K	N	N	R	C	L	1046.9	0.0	0.0	0.0	55.1
KNNRIP	K	N	N	R	I	P	0.0	0.0	0.0	620.35	32.65
KNNRIM	K	N	N	R	I	M	0.0	1700.5	0.0	0.0	89.5
KNNRIL	K	N	N	R	I	L	1255.9	0.0	0.0	0.0	66.10000000000001
KNNRAP	K	N	N	R	A	P	0.0	0.0	0.0	82.65	4.3500000000000005
KNNRAM	K	N	N	R	A	M	261.25	0.0	0.0	0.0	13.75
KNNRAL	K	N	N	R	A	L	0.0	0.0	468.35	0.0	24.650000000000002
KNNRLP	K	N	N	R	L	P	0.0	0.0	0.0	48.45	2.5500000000000003
KNNRLM	K	N	N	R	L	M	239.4	0.0	0.0	0.0	12.600000000000001
KNNRLL	K	N	N	R	L	L	233.7	0.0	0.0	0.0	12.3
KNOLWL	K	N	O	L	W	L	79.8	0.0	0.0	0.0	4.2
KNOLCL	K	N	O	L	C	L	81.7	0.0	0.0	0.0	4.3
KNOHWM	K	N	O	H	W	M	107.35	0.0	0.0	0.0	5.65
KNOHWL	K	N	O	H	W	L	245.1	0.0	0.0	0.0	12.9
KNOHCL	K	N	O	H	C	L	0.0	0.0	202.35	0.0	10.65
KNOHIM	K	N	O	H	I	M	123.5	0.0	0.0	0.0	6.5
KNOHIL	K	N	O	H	I	L	114.95	0.0	0.0	0.0	6.050000000000001
KNOHAM	K	N	O	H	A	M	76.0	0.0	0.0	0.0	4.0
KNOHAL	K	N	O	H	A	L	55.1	0.0	0.0	0.0	2.9000000000000004
KNOHLM	K	N	O	H	L	M	70.3	0.0	0.0	0.0	3.7
KNOCPM	K	N	O	C	P	M	258.4	0.0	0.0	0.0	13.600000000000001
KNOCPL	K	N	O	C	P	L	464.55	0.0	0.0	0.0	24.450000000000003
KNOCDM	K	N	O	C	D	M	94.05	0.0	0.0	0.0	4.95
KNOCDL	K	N	O	C	D	L	285.95	0.0	0.0	0.0	15.05
KNOCWM	K	N	O	C	W	M	0.0	0.0	239.4	0.0	12.600000000000001
KNOCWL	K	N	O	C	W	L	460.75	0.0	0.0	0.0	24.25
KNOCCM	K	N	O	C	C	M	108.3	0.0	0.0	0.0	5.7
KNOCCL	K	N	O	C	C	L	345.8	0.0	0.0	0.0	18.2
KNOCIM	K	N	O	C	I	M	261.25	0.0	0.0	0.0	13.75
KNOCIL	K	N	O	C	I	L	449.35	0.0	0.0	0.0	23.650000000000002
KNOCAM	K	N	O	C	A	M	141.55	0.0	0.0	0.0	7.45
KNOCAL	K	N	O	C	A	L	126.35	0.0	0.0	0.0	6.65
KNOCLM	K	N	O	C	L	M	105.45	0.0	0.0	0.0	5.550000000000001
KNOCLL	K	N	O	C	L	L	108.3	0.0	0.0	0.0	5.7
KNORPS	K	N	O	R	P	S	0.0	0.0	0.0	75.05	3.95
KNORPM	K	N	O	R	P	M	1165.65	0.0	0.0	0.0	61.35
KNORPL	K	N	O	R	P	L	0.0	3155.9	0.0	0.0	166.10000000000002
KNORDM	K	N	O	R	D	M	1364.2	0.0	0.0	0.0	71.8
KNORDL	K	N	O	R	D	L	0.0	0.0	2854.75	0.0	150.25
KNORWP	K	N	O	R	W	P	0.0	0.0	0.0	236.55	12.450000000000001
KNORWM	K	N	O	R	W	M	1781.25	0.0	0.0	0.0	93.75
KNORWL	K	N	O	R	W	L	0.0	0.0	3640.4	0.0	191.60000000000002
KNORCP	K	N	O	R	C	P	0.0	0.0	0.0	50.35	2.6500000000000004
KNORCM	K	N	O	R	C	M	702.05	0.0	0.0	0.0	36.95
KNORCL	K	N	O	R	C	L	0.0	2303.75	0.0	0.0	121.25
KNORIP	K	N	O	R	I	P	0.0	0.0	0.0	156.75	8.25
KNORIM	K	N	O	R	I	M	0.0	0.0	1388.9	0.0	73.10000000000001
KNORIL	K	N	O	R	I	L	0.0	1376.55	0.0	0.0	72.45
KNORAM	K	N	O	R	A	M	446.5	0.0	0.0	0.0	23.5
KNORAL	K	N	O	R	A	L	0.0	0.0	773.3	0.0	40.7
KNORLM	K	N	O	R	L	M	0.0	304.0	0.0	0.0	16.0
KNORLL	K	N	O	R	L	L	249.85	0.0	0.0	0.0	13.15
KNPLWL	K	N	P	L	W	L	68.4	0.0	0.0	0.0	3.6
KNPHIP	K	N	P	H	I	P	0.0	0.0	0.0	97.85	5.15
KNPHIM	K	N	P	H	I	M	65.55	0.0	0.0	0.0	3.45
KNPHIL	K	N	P	H	I	L	185.25	0.0	0.0	0.0	9.75
KNPHAM	K	N	P	H	A	M	81.7	0.0	0.0	0.0	4.3
KNPCPM	K	N	P	C	P	M	0.0	433.2	0.0	0.0	22.8
KNPCPL	K	N	P	C	P	L	473.1	0.0	0.0	0.0	24.900000000000002
KNPCDM	K	N	P	C	D	M	240.35	0.0	0.0	0.0	12.65
KNPCDL	K	N	P	C	D	L	279.3	0.0	0.0	0.0	14.700000000000001
KNPCWP	K	N	P	C	W	P	0.0	0.0	0.0	57.95	3.0500000000000003
KNPCWM	K	N	P	C	W	M	339.15	0.0	0.0	0.0	17.85
KNPCWL	K	N	P	C	W	L	0.0	964.25	0.0	0.0	50.75
KNPCCM	K	N	P	C	C	M	0.0	187.15	0.0	0.0	9.850000000000001
KNPCCL	K	N	P	C	C	L	0.0	0.0	627.95	0.0	33.050000000000004
KNPCIP	K	N	P	C	I	P	0.0	0.0	0.0	125.4	6.6000000000000005
KNPCIM	K	N	P	C	I	M	0.0	0.0	676.4	0.0	35.6
KNPCIL	K	N	P	C	I	L	708.7	0.0	0.0	0.0	37.300000000000004
KNPCAM	K	N	P	C	A	M	227.05	0.0	0.0	0.0	11.950000000000001
KNPCAL	K	N	P	C	A	L	250.8	0.0	0.0	0.0	13.200000000000001
KNPCLM	K	N	P	C	L	M	509.2	0.0	0.0	0.0	26.8
KNPCLL	K	N	P	C	L	L	0.0	0.0	309.7	0.0	16.3
KNPRPS	K	N	P	R	P	S	0.0	0.0	0.0	78.85	4.15
KNPRPM	K	N	P	R	P	M	1417.4	0.0	0.0	0.0	74.60000000000001
KNPRPL	K	N	P	R	P	L	0.0	1927.55	0.0	0.0	101.45
KNPRDM	K	N	P	R	D	M	701.1	0.0	0.0	0.0	36.9
KNPRDL	K	N	P	R	D	L	1328.1	0.0	0.0	0.0	69.9
KNPRWP	K	N	P	R	W	P	0.0	0.0	0.0	302.1	15.9
KNPRWM	K	N	P	R	W	M	1021.25	0.0	0.0	0.0	53.75
KNPRWL	K	N	P	R	W	L	0.0	2239.15	0.0	0.0	117.85000000000001
KNPRCM	K	N	P	R	C	M	361.0	0.0	0.0	0.0	19.0
KNPRCL	K	N	P	R	C	L	0.0	0.0	874.95	0.0	46.050000000000004
KNPRIP	K	N	P	R	I	P	0.0	0.0	0.0	310.65	16.35
KNPRIM	K	N	P	R	I	M	0.0	0.0	903.45	0.0	47.550000000000004
KNPRIL	K	N	P	R	I	L	0.0	830.3	0.0	0.0	43.7
KNPRAM	K	N	P	R	A	M	392.35	0.0	0.0	0.0	20.650000000000002
KNPRAL	K	N	P	R	A	L	0.0	559.55	0.0	0.0	29.450000000000003
KNPRLP	K	N	P	R	L	P	0.0	0.0	0.0	87.4	4.6000000000000005
KNPRLM	K	N	P	R	L	M	191.9	0.0	0.0	0.0	10.100000000000001
KNPRLL	K	N	P	R	L	L	0.0	209.0	0.0	0.0	11.0
KNSLWP	K	N	S	L	W	P	0.0	0.0	0.0	71.25	3.75
KNSLWM	K	N	S	L	W	M	63.65	0.0	0.0	0.0	3.35
KNSLWL	K	N	S	L	W	L	233.7	0.0	0.0	0.0	12.3
KNSLCL	K	N	S	L	C	L	173.85	0.0	0.0	0.0	9.15
KNSLIL	K	N	S	L	I	L	96.9	0.0	0.0	0.0	5.1000000000000005
KNSLLM	K	N	S	L	L	M	76.0	0.0	0.0	0.0	4.0
KNSHWP	K	N	S	H	W	P	0.0	0.0	0.0	74.1	3.9000000000000004
KNSHWM	K	N	S	H	W	M	402.8	0.0	0.0	0.0	21.200000000000003
KNSHWL	K	N	S	H	W	L	550.05	0.0	0.0	0.0	28.950000000000003
KNSHCM	K	N	S	H	C	M	191.9	0.0	0.0	0.0	10.100000000000001
KNSHCL	K	N	S	H	C	L	0.0	0.0	796.1	0.0	41.900000000000006
KNSHIM	K	N	S	H	I	M	169.1	0.0	0.0	0.0	8.9
KNSHIL	K	N	S	H	I	L	0.0	0.0	178.6	0.0	9.4
KNSHAM	K	N	S	H	A	M	126.35	0.0	0.0	0.0	6.65
KNSHAL	K	N	S	H	A	L	89.3	0.0	0.0	0.0	4.7
KNSHLM	K	N	S	H	L	M	0.0	0.0	161.5	0.0	8.5
KNSHLL	K	N	S	H	L	L	137.75	0.0	0.0	0.0	7.25
KNSCPM	K	N	S	C	P	M	0.0	1564.65	0.0	0.0	82.35000000000001
KNSCPL	K	N	S	C	P	L	1392.7	0.0	0.0	0.0	73.3
KNSCDM	K	N	S	C	D	M	166.25	0.0	0.0	0.0	8.75
KNSCDL	K	N	S	C	D	L	553.85	0.0	0.0	0.0	29.150000000000002
KNSCWM	K	N	S	C	W	M	323.95	0.0	0.0	0.0	17.05
KNSCWL	K	N	S	C	W	L	0.0	0.0	732.45	0.0	38.550000000000004
KNSCCM	K	N	S	C	C	M	0.0	0.0	160.55	0.0	8.450000000000001
KNSCCL	K	N	S	C	C	L	444.6	0.0	0.0	0.0	23.400000000000002
KNSCIP	K	N	S	C	I	P	0.0	0.0	0.0	105.45	5.550000000000001
KNSCIM	K	N	S	C	I	M	815.1	0.0	0.0	0.0	42.900000000000006
KNSCIL	K	N	S	C	I	L	0.0	0.0	1553.25	0.0	81.75
KNSCAM	K	N	S	C	A	M	181.45	0.0	0.0	0.0	9.55
KNSCAL	K	N	S	C	A	L	277.4	0.0	0.0	0.0	14.600000000000001
KNSCLM	K	N	S	C	L	M	243.2	0.0	0.0	0.0	12.8
KNSCLL	K	N	S	C	L	L	333.45	0.0	0.0	0.0	17.55
KNSRPS	K	N	S	R	P	S	0.0	0.0	0.0	438.9	23.1
KNSRPM	K	N	S	R	P	M	9685.25	0.0	0.0	0.0	509.75
KNSRPL	K	N	S	R	P	L	0.0	2183.5281581881472	7247.121841811852	0.0	496.35
KNSRDS	K	N	S	R	D	S	0.0	0.0	0.0	103.55	5.45
KNSRDM	K	N	S	R	D	M	5637.3	0.0	0.0	0.0	296.7
KNSRDL	K	N	S	R	D	L	0.0	0.0	5859.6	0.0	308.40000000000003
KNSRWS	K	N	S	R	W	S	0.0	0.0	0.0	413.25	21.75
KNSRWP	K	N	S	R	W	P	0.0	0.0	0.0	1604.55	84.45
KNSRWM	K	N	S	R	W	M	6839.05	0.0	0.0	0.0	359.95000000000005
KNSRWL	K	N	S	R	W	L	0.0	10705.55	0.0	0.0	563.45
KNSRCS	K	N	S	R	C	S	0.0	0.0	0.0	126.35	6.65
KNSRCP	K	N	S	R	C	P	0.0	0.0	0.0	202.35	10.65
KNSRCM	K	N	S	R	C	M	2338.9	0.0	0.0	0.0	123.10000000000001
KNSRCL	K	N	S	R	C	L	0.0	0.0	6540.75	0.0	344.25
KNSRIS	K	N	S	R	I	S	0.0	0.0	0.0	423.7	22.3
KNSRIP	K	N	S	R	I	P	0.0	0.0	0.0	1992.15	104.85000000000001
KNSRIM	K	N	S	R	I	M	0.0	7816.6	0.0	0.0	411.40000000000003
KNSRIL	K	N	S	R	I	L	0.0	0.0	5100.55	0.0	268.45
KNSRAS	K	N	S	R	A	S	0.0	0.0	0.0	113.05	5.95
KNSRAP	K	N	S	R	A	P	0.0	0.0	0.0	307.8	16.2
KNSRAM	K	N	S	R	A	M	1938.0	0.0	0.0	0.0	102.0
KNSRAL	K	N	S	R	A	L	2470.0	0.0	0.0	0.0	130.0
KNSRLS	K	N	S	R	L	S	0.0	0.0	0.0	262.2	13.8
KNSRLP	K	N	S	R	L	P	0.0	0.0	0.0	530.1	27.900000000000002
KNSRLM	K	N	S	R	L	M	0.0	0.0	1817.35	0.0	95.65
KNSRLL	K	N	S	R	L	L	1458.25	0.0	0.0	0.0	76.75
RRNLWS	R	R	N	L	W	S	0.0	0.0	0.0	69.35	3.6500000000000004
RRNLWP	R	R	N	L	W	P	0.0	0.0	0.0	931.0	49.0
RRNLWM	R	R	N	L	W	M	969.0	0.0	0.0	0.0	51.0
RRNLWL	R	R	N	L	W	L	0.0	3878.85	0.0	0.0	204.15
RRNLCS	R	R	N	L	C	S	0.0	0.0	0.0	60.8	3.2
RRNLCP	R	R	N	L	C	P	0.0	0.0	0.0	89.3	4.7
RRNLCM	R	R	N	L	C	M	435.1	0.0	0.0	0.0	22.900000000000002
RRNLCL	R	R	N	L	C	L	0.0	0.0	2590.65	0.0	136.35
RRNLIP	R	R	N	L	I	P	0.0	0.0	0.0	557.65	29.35
RRNLIM	R	R	N	L	I	M	0.0	627.0	0.0	0.0	33.0
RRNLIL	R	R	N	L	I	L	0.0	0.0	953.8	0.0	50.2
RRNLAS	R	R	N	L	A	S	0.0	0.0	0.0	55.1	2.9000000000000004
RRNLAP	R	R	N	L	A	P	0.0	0.0	0.0	1805.0	95.0
RRNLAM	R	R	N	L	A	M	1369.9	0.0	0.0	0.0	72.10000000000001
RRNLAL	R	R	N	L	A	L	0.0	1897.15	0.0	0.0	99.85000000000001
RRNLLP	R	R	N	L	L	P	0.0	0.0	0.0	964.25	50.75
RRNLLM	R	R	N	L	L	M	0.0	0.0	1073.5	0.0	56.5
RRNLLL	R	R	N	L	L	L	0.0	0.0	894.9	0.0	47.1
RRNHWS	R	R	N	H	W	S	0.0	0.0	0.0	56.05	2.95
RRNHWP	R	R	N	H	W	P	0.0	0.0	0.0	418.95	22.05
RRNHWM	R	R	N	H	W	M	0.0	0.0	520.6	0.0	27.400000000000002
