strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres
KNSRCL	K	N	S	R	C	L	0.0	0.0	6540.75	0.0	344.25
KNSRIS	K	N	S	R	I	S	0.0	0.0	0.0	423.7	22.3
KNSRIP	K	N	S	R	I	P	0.0	0.0	0.0	1992.15	104.85
KNSRIM	K	N	S	R	I	M	7816.6	0.0	0.0	0.0	411.4
KNSRIL	K	N	S	R	I	L	0.0	5100.55	0.0	0.0	268.45
KNSRAS	K	N	S	R	A	S	0.0	0.0	0.0	113.05	5.95
KNSRAP	K	N	S	R	A	P	0.0	0.0	0.0	307.8	16.2
KNSRAM	K	N	S	R	A	M	0.0	0.0	1938.0	0.0	102.0
KNSRAL	K	N	S	R	A	L	0.0	2470.0	0.0	0.0	130.0
KNSRLS	K	N	S	R	L	S	0.0	0.0	0.0	262.2	13.8
KNSRLP	K	N	S	R	L	P	0.0	0.0	0.0	530.1	27.9
KNSRLM	K	N	S	R	L	M	0.0	0.0	1817.35	0.0	95.65
KNSRLL	K	N	S	R	L	L	0.0	0.0	1458.25	0.0	76.75
KNSRNN	K	N	S	R	N	N	3755.0	0.0	0.0	0.0	0.0
RRNLWS	R	R	N	L	W	S	0.0	0.0	0.0	69.35	3.65
RRNLWP	R	R	N	L	W	P	0.0	0.0	0.0	931.0	49.0
RRNLWM	R	R	N	L	W	M	0.0	969.0	0.0	0.0	51.0
RRNLWL	R	R	N	L	W	L	0.0	0.0	3878.85	0.0	204.15
RRNLCS	R	R	N	L	C	S	0.0	0.0	0.0	60.8	3.2
RRNLCP	R	R	N	L	C	P	0.0	0.0	0.0	89.3	4.7
RRNLCM	R	R	N	L	C	M	0.0	435.1	0.0	0.0	22.9
RRNLCL	R	R	N	L	C	L	0.0	0.0	2590.65	0.0	136.35
RRNLIP	R	R	N	L	I	P	0.0	0.0	0.0	557.65	29.35
RRNLIM	R	R	N	L	I	M	0.0	627.0	0.0	0.0	33.0
RRNLIL	R	R	N	L	I	L	0.0	953.8	0.0	0.0	50.2
RRNLAS	R	R	N	L	A	S	0.0	0.0	0.0	55.1	2.9
RRNLAP	R	R	N	L	A	P	0.0	0.0	0.0	1805.0	95.0
RRNLAM	R	R	N	L	A	M	1369.9	0.0	0.0	0.0	72.1
RRNLAL	R	R	N	L	A	L	0.0	0.0	1897.15	0.0	99.85
RRNLLP	R	R	N	L	L	P	0.0	0.0	0.0	964.25	50.75
RRNLLM	R	R	N	L	L	M	1073.5	0.0	0.0	0.0	56.5
RRNLLL	R	R	N	L	L	L	894.9	0.0	0.0	0.0	47.1
RRNLNN	R	R	N	L	N	N	758.0	0.0	0.0	0.0	0.0
RRNHWS	R	R	N	H	W	S	0.0	0.0	0.0	56.05	2.95
RRNHWP	R	R	N	H	W	P	0.0	0.0	0.0	418.95	22.05
RRNHWM	R	R	N	H	W	M	0.0	520.6	0.0	0.0	27.4
RRNHWL	R	R	N	H	W	L	0.0	1821.15	0.0	0.0	95.85
RRNHCP	R	R	N	H	C	P	0.0	0.0	0.0	69.35	3.65
RRNHCM	R	R	N	H	C	M	231.8	0.0	0.0	0.0	12.2
RRNHCL	R	R	N	H	C	L	0.0	1383.2	0.0	0.0	72.8
RRNHIP	R	R	N	H	I	P	0.0	0.0	0.0	62.7	3.3
RRNHIL	R	R	N	H	I	L	0.0	201.4	0.0	0.0	10.6
RRNHAP	R	R	N	H	A	P	0.0	0.0	0.0	198.55	10.45
RRNHAM	R	R	N	H	A	M	0.0	161.5	0.0	0.0	8.5
RRNHAL	R	R	N	H	A	L	0.0	485.45	0.0	0.0	25.55
RRNHLP	R	R	N	H	L	P	0.0	0.0	0.0	109.25	5.75
RRNHLM	R	R	N	H	L	M	0.0	92.15	0.0	0.0	4.85
RRNHLL	R	R	N	H	L	L	0.0	171.95	0.0	0.0	9.05
RRNHNN	R	R	N	H	N	N	0.0	0.0	0.0	177.0	0.0
RRNCWP	R	R	N	C	W	P	0.0	0.0	0.0	446.5	23.5
RRNCWM	R	R	N	C	W	M	0.0	274.55	0.0	0.0	14.45
RRNCWL	R	R	N	C	W	L	0.0	1346.15	0.0	0.0	70.85
RRNCCM	R	R	N	C	C	M	0.0	67.45	0.0	0.0	3.55
RRNCCL	R	R	N	C	C	L	954.75	0.0	0.0	0.0	50.25
RRNCIP	R	R	N	C	I	P	0.0	0.0	0.0	131.1	6.9
RRNCIM	R	R	N	C	I	M	0.0	310.65	0.0	0.0	16.35
RRNCIL	R	R	N	C	I	L	0.0	369.55	0.0	0.0	19.45
RRNCAS	R	R	N	C	A	S	0.0	0.0	0.0	53.2	2.8
RRNCAP	R	R	N	C	A	P	0.0	0.0	0.0	636.5	33.5
RRNCAM	R	R	N	C	A	M	650.75	0.0	0.0	0.0	34.25
RRNCAL	R	R	N	C	A	L	781.85	0.0	0.0	0.0	41.15
RRNCLP	R	R	N	C	L	P	0.0	0.0	0.0	321.1	16.9
RRNCLM	R	R	N	C	L	M	0.0	455.05	0.0	0.0	23.95
RRNCLL	R	R	N	C	L	L	0.0	398.05	0.0	0.0	20.95
RRNCNN	R	R	N	C	N	N	997.0	0.0	0.0	0.0	0.0
RRNRWP	R	R	N	R	W	P	0.0	0.0	0.0	55.1	2.9
RRNRWM	R	R	N	R	W	M	0.0	85.5	0.0	0.0	4.5
RRNRWL	R	R	N	R	W	L	0.0	417.05	0.0	0.0	21.95
RRNRCL	R	R	N	R	C	L	0.0	0.0	529.15	0.0	27.85
RRNRIM	R	R	N	R	I	M	0.0	103.55	0.0	0.0	5.45
RRNRIL	R	R	N	R	I	L	0.0	101.65	0.0	0.0	5.35
RRNRAP	R	R	N	R	A	P	0.0	0.0	0.0	185.25	9.75
RRNRAM	R	R	N	R	A	M	0.0	160.55	0.0	0.0	8.45
RRNRAL	R	R	N	R	A	L	0.0	171.95	0.0	0.0	9.05
RRNRLM	R	R	N	R	L	M	0.0	59.85	0.0	0.0	3.15
RRNRLL	R	R	N	R	L	L	0.0	0.0	122.55	0.0	6.45
RRNRNN	R	R	N	R	N	N	0.0	0.0	0.0	2145.0	0.0
RROLWP	R	R	O	L	W	P	0.0	0.0	0.0	90.25	4.75
RROLWM	R	R	O	L	W	M	0.0	131.1	0.0	0.0	6.9
RROLWL	R	R	O	L	W	L	0.0	0.0	522.5	0.0	27.5
RROLCP	R	R	O	L	C	P	0.0	0.0	0.0	68.4	3.6
RROLCL	R	R	O	L	C	L	0.0	0.0	295.45	0.0	15.55
RROLIP	R	R	O	L	I	P	0.0	0.0	0.0	174.8	9.2
RROLIM	R	R	O	L	I	M	0.0	138.7	0.0	0.0	7.3
RROLIL	R	R	O	L	I	L	0.0	220.4	0.0	0.0	11.6
RROLAP	R	R	O	L	A	P	0.0	0.0	0.0	693.5	36.5
RROLAM	R	R	O	L	A	M	0.0	281.2	0.0	0.0	14.8
RROLAL	R	R	O	L	A	L	0.0	0.0	343.9	0.0	18.1
RROLLP	R	R	O	L	L	P	0.0	0.0	0.0	249.85	13.15
RROLLM	R	R	O	L	L	M	0.0	95.0	0.0	0.0	5.0
RROLLL	R	R	O	L	L	L	0.0	123.5	0.0	0.0	6.5
RROHWP	R	R	O	H	W	P	0.0	0.0	0.0	174.8	9.2
RROHWM	R	R	O	H	W	M	0.0	266.0	0.0	0.0	14.0
RROHWL	R	R	O	H	W	L	0.0	1879.1	0.0	0.0	98.9
RROHCP	R	R	O	H	C	P	0.0	0.0	0.0	96.9	5.1
RROHCM	R	R	O	H	C	M	0.0	94.05	0.0	0.0	4.95
RROHCL	R	R	O	H	C	L	1276.8	0.0	0.0	0.0	67.2
RROHIP	R	R	O	H	I	P	0.0	0.0	0.0	156.75	8.25
RROHIM	R	R	O	H	I	M	0.0	152.0	0.0	0.0	8.0
RROHIL	R	R	O	H	I	L	0.0	204.25	0.0	0.0	10.75
RROHAP	R	R	O	H	A	P	0.0	0.0	0.0	178.6	9.4
RROHAM	R	R	O	H	A	M	0.0	60.8	0.0	0.0	3.2
RROHAL	R	R	O	H	A	L	464.55	0.0	0.0	0.0	24.45
RROHLP	R	R	O	H	L	P	0.0	0.0	0.0	185.25	9.75
RROHLM	R	R	O	H	L	M	0.0	192.85	0.0	0.0	10.15
RROHLL	R	R	O	H	L	L	0.0	285.95	0.0	0.0	15.05
RROCWL	R	R	O	C	W	L	0.0	54.15	0.0	0.0	2.85
RROCIP	R	R	O	C	I	P	0.0	0.0	0.0	246.05	12.95
RROCIM	R	R	O	C	I	M	259.35	0.0	0.0	0.0	13.65
RROCIL	R	R	O	C	I	L	0.0	205.2	0.0	0.0	10.8
RROCAP	R	R	O	C	A	P	0.0	0.0	0.0	492.1	25.9
RROCAM	R	R	O	C	A	M	231.8	0.0	0.0	0.0	12.2
RROCAL	R	R	O	C	A	L	0.0	212.8	0.0	0.0	11.2
RROCLP	R	R	O	C	L	P	0.0	0.0	0.0	398.05	20.95
RROCLM	R	R	O	C	L	M	0.0	190.0	0.0	0.0	10.0
RROCLL	R	R	O	C	L	L	0.0	115.9	0.0	0.0	6.1
RRORWM	R	R	O	R	W	M	0.0	168.15	0.0	0.0	8.85
RRORWL	R	R	O	R	W	L	0.0	529.15	0.0	0.0	27.85
RRORCL	R	R	O	R	C	L	0.0	364.8	0.0	0.0	19.2
RRORIP	R	R	O	R	I	P	0.0	0.0	0.0	103.55	5.45
RRORIM	R	R	O	R	I	M	0.0	229.9	0.0	0.0	12.1
RRORIL	R	R	O	R	I	L	0.0	333.45	0.0	0.0	17.55
RRORAP	R	R	O	R	A	P	0.0	0.0	0.0	77.9	4.1
RRORAM	R	R	O	R	A	M	153.9	0.0	0.0	0.0	8.1
RRORAL	R	R	O	R	A	L	281.2	0.0	0.0	0.0	14.8
RRORLP	R	R	O	R	L	P	0.0	0.0	0.0	96.9	5.1
RRORLM	R	R	O	R	L	M	0.0	152.95	0.0	0.0	8.05
RRORLL	R	R	O	R	L	L	285.0	0.0	0.0	0.0	15.0
RRPLWS	R	R	P	L	W	S	0.0	0.0	0.0	178.6	9.4
RRPLWP	R	R	P	L	W	P	0.0	0.0	0.0	70.3	3.7
RRPLWM	R	R	P	L	W	M	0.0	187.15	0.0	0.0	9.85
RRPLWL	R	R	P	L	W	L	0.0	386.65	0.0	0.0	20.35
RRPLCS	R	R	P	L	C	S	0.0	0.0	0.0	103.55	5.45
RRPLCL	R	R	P	L	C	L	0.0	107.35	0.0	0.0	5.65
RRPLIS	R	R	P	L	I	S	0.0	0.0	0.0	77.9	4.1
RRPLIP	R	R	P	L	I	P	0.0	0.0	0.0	1160.9	61.1
RRPLIM	R	R	P	L	I	M	0.0	0.0	632.7	0.0	33.3
RRPLIL	R	R	P	L	I	L	0.0	0.0	978.5	0.0	51.5
RRPLAS	R	R	P	L	A	S	0.0	0.0	0.0	60.8	3.2
RRPLAP	R	R	P	L	A	P	0.0	0.0	0.0	1657.75	87.25
RRPLAM	R	R	P	L	A	M	0.0	930.05	0.0	0.0	48.95
RRPLAL	R	R	P	L	A	L	0.0	0.0	798.0	0.0	42.0
RRPLLP	R	R	P	L	L	P	0.0	0.0	0.0	899.65	47.35
RRPLLM	R	R	P	L	L	M	0.0	551.0	0.0	0.0	29.0
RRPLLL	R	R	P	L	L	L	0.0	280.25	0.0	0.0	14.75
RRPLNN	R	R	P	L	N	N	0.0	54.0	0.0	0.0	0.0
RRPHWS	R	R	P	H	W	S	0.0	0.0	0.0	70.3	3.7
RRPHWP	R	R	P	H	W	P	0.0	0.0	0.0	537.7	28.3
RRPHWM	R	R	P	H	W	M	0.0	0.0	677.35	0.0	35.65
RRPHWL	R	R	P	H	W	L	0.0	0.0	4011.85	0.0	211.15
RRPHCS	R	R	P	H	C	S	0.0	0.0	0.0	75.05	3.95
RRPHCP	R	R	P	H	C	P	0.0	0.0	0.0	84.55	4.45
RRPHCM	R	R	P	H	C	M	0.0	402.8	0.0	0.0	21.2
RRPHCL	R	R	P	H	C	L	0.0	3494.1	0.0	0.0	183.9
RRPHIP	R	R	P	H	I	P	0.0	0.0	0.0	334.4	17.6
RRPHIM	R	R	P	H	I	M	0.0	383.8	0.0	0.0	20.2
RRPHIL	R	R	P	H	I	L	721.05	0.0	0.0	0.0	37.95
RRPHAP	R	R	P	H	A	P	0.0	0.0	0.0	619.4	32.6
RRPHAM	R	R	P	H	A	M	0.0	513.0	0.0	0.0	27.0
RRPHAL	R	R	P	H	A	L	1248.3	0.0	0.0	0.0	65.7
RRPHLP	R	R	P	H	L	P	0.0	0.0	0.0	532.95	28.05
RRPHLM	R	R	P	H	L	M	0.0	790.4	0.0	0.0	41.6
RRPHLL	R	R	P	H	L	L	0.0	813.2	0.0	0.0	42.8
RRPCWS	R	R	P	C	W	S	0.0	0.0	0.0	195.7	10.3
RRPCWP	R	R	P	C	W	P	0.0	0.0	0.0	51.3	2.7
RRPCWM	R	R	P	C	W	M	0.0	70.3	0.0	0.0	3.7
RRPCWL	R	R	P	C	W	L	139.65	0.0	0.0	0.0	7.35
RRPCCL	R	R	P	C	C	L	0.0	49.4	0.0	0.0	2.6
RRPCIS	R	R	P	C	I	S	0.0	0.0	0.0	60.8	3.2
RRPCIP	R	R	P	C	I	P	0.0	0.0	0.0	1374.65	72.35
RRPCIM	R	R	P	C	I	M	0.0	0.0	1191.3	0.0	62.7
RRPCIL	R	R	P	C	I	L	0.0	1898.1	0.0	0.0	99.9
RRPCAS	R	R	P	C	A	S	0.0	0.0	0.0	125.4	6.6
RRPCAP	R	R	P	C	A	P	0.0	0.0	0.0	1473.45	77.55
RRPCAM	R	R	P	C	A	M	0.0	785.65	0.0	0.0	41.35
RRPCAL	R	R	P	C	A	L	0.0	0.0	721.05	0.0	37.95
RRPCLP	R	R	P	C	L	P	0.0	0.0	0.0	1673.9	88.1
RRPCLM	R	R	P	C	L	M	0.0	1197.0	0.0	0.0	63.0
RRPCLL	R	R	P	C	L	L	0.0	551.95	0.0	0.0	29.05
RRPCNN	R	R	P	C	N	N	0.0	96.0	0.0	0.0	0.0
RRPRPS	R	R	P	R	P	S	0.0	0.0	0.0	82.65	4.35
RRPRPL	R	R	P	R	P	L	0.0	81.7	0.0	0.0	4.3
RRPRDS	R	R	P	R	D	S	0.0	0.0	0.0	142.5	7.5
RRPRDL	R	R	P	R	D	L	0.0	105.45	0.0	0.0	5.55
RRPRWS	R	R	P	R	W	S	0.0	0.0	0.0	290.7	15.3
RRPRWP	R	R	P	R	W	P	0.0	0.0	0.0	344.85	18.15
RRPRWM	R	R	P	R	W	M	0.0	513.0	0.0	0.0	27.0
RRPRWL	R	R	P	R	W	L	2356.0	0.0	0.0	0.0	124.0
RRPRCS	R	R	P	R	C	S	0.0	0.0	0.0	159.6	8.4
RRPRCP	R	R	P	R	C	P	0.0	0.0	0.0	56.05	2.95
RRPRCM	R	R	P	R	C	M	163.4	0.0	0.0	0.0	8.6
RRPRCL	R	R	P	R	C	L	0.0	0.0	2179.3	0.0	114.7
RRPRIS	R	R	P	R	I	S	0.0	0.0	0.0	185.25	9.75
RRPRIP	R	R	P	R	I	P	0.0	0.0	0.0	513.0	27.0
RRPRIM	R	R	P	R	I	M	684.95	0.0	0.0	0.0	36.05
RRPRIL	R	R	P	R	I	L	0.0	0.0	1305.3	0.0	68.7
RRPRAS	R	R	P	R	A	S	0.0	0.0	0.0	323.0	17.0
RRPRAP	R	R	P	R	A	P	0.0	0.0	0.0	340.1	17.9
RRPRAM	R	R	P	R	A	M	0.0	0.0	844.55	0.0	44.45
RRPRAL	R	R	P	R	A	L	0.0	0.0	1406.0	0.0	74.0
RRPRLP	R	R	P	R	L	P	0.0	0.0	0.0	559.55	29.45
RRPRLM	R	R	P	R	L	M	940.5	0.0	0.0	0.0	49.5
RRPRLL	R	R	P	R	L	L	0.0	586.15	0.0	0.0	30.85
RRPRNN	R	R	P	R	N	N	0.0	157.0	0.0	0.0	0.0
RNNLPS	R	N	N	L	P	S	0.0	0.0	0.0	124.45	6.55
RNNLPM	R	N	N	L	P	M	0.0	112.1	0.0	0.0	5.9
RNNLPL	R	N	N	L	P	L	578.55	0.0	0.0	0.0	30.45
RNNLDS	R	N	N	L	D	S	0.0	0.0	0.0	167.2	8.8
RNNLDM	R	N	N	L	D	M	0.0	132.05	0.0	0.0	6.95
RNNLDL	R	N	N	L	D	L	0.0	988.95	0.0	0.0	52.05
RNNLWS	R	N	N	L	W	S	0.0	0.0	0.0	100.7	5.3
RNNLWM	R	N	N	L	W	M	0.0	102.6	0.0	0.0	5.4
RNNLWL	R	N	N	L	W	L	434.15	0.0	0.0	0.0	22.85
RNNLCL	R	N	N	L	C	L	0.0	208.05	0.0	0.0	10.95
RNNLIS	R	N	N	L	I	S	0.0	0.0	0.0	71.25	3.75
RNNLIM	R	N	N	L	I	M	0.0	68.4	0.0	0.0	3.6
RNNLIL	R	N	N	L	I	L	284.05	0.0	0.0	0.0	14.95
RNNLAP	R	N	N	L	A	P	0.0	0.0	0.0	233.7	12.3
RNNLAM	R	N	N	L	A	M	0.0	0.0	114.95	0.0	6.05
RNNLAL	R	N	N	L	A	L	0.0	0.0	509.2	0.0	26.8
RNNLLP	R	N	N	L	L	P	0.0	0.0	0.0	88.35	4.65
RNNLLM	R	N	N	L	L	M	0.0	0.0	167.2	0.0	8.8
RNNLLL	R	N	N	L	L	L	0.0	0.0	121.6	0.0	6.4
RNNLNN	R	N	N	L	N	N	0.0	0.0	198.0	0.0	0.0
RNNHWP	R	N	N	H	W	P	0.0	0.0	0.0	159.6	8.4
RNNHWM	R	N	N	H	W	M	0.0	0.0	421.8	0.0	22.2
RNNHWL	R	N	N	H	W	L	1571.3	0.0	0.0	0.0	82.7
RNNHCP	R	N	N	H	C	P	0.0	0.0	0.0	48.45	2.55
RNNHCM	R	N	N	H	C	M	0.0	0.0	82.65	0.0	4.35
RNNHCL	R	N	N	H	C	L	0.0	1209.35	0.0	0.0	63.65
RNNHIP	R	N	N	H	I	P	0.0	0.0	0.0	152.95	8.05
RNNHIM	R	N	N	H	I	M	0.0	0.0	404.7	0.0	21.3
RNNHIL	R	N	N	H	I	L	0.0	0.0	559.55	0.0	29.45
RNNHAP	R	N	N	H	A	P	0.0	0.0	0.0	228.0	12.0
RNNHAM	R	N	N	H	A	M	0.0	0.0	233.7	0.0	12.3
RNNHAL	R	N	N	H	A	L	0.0	0.0	784.7	0.0	41.3
RNNHLP	R	N	N	H	L	P	0.0	0.0	0.0	148.2	7.8
RNNHLM	R	N	N	H	L	M	0.0	0.0	159.6	0.0	8.4
RNNHLL	R	N	N	H	L	L	0.0	0.0	329.65	0.0	17.35
RNNHNN	R	N	N	H	N	N	0.0	0.0	282.0	0.0	0.0
RNNCPM	R	N	N	C	P	M	0.0	0.0	76.95	0.0	4.05
RNNCPL	R	N	N	C	P	L	0.0	0.0	280.25	0.0	14.75
RNNCDL	R	N	N	C	D	L	0.0	0.0	525.35	0.0	27.65
RNNCWM	R	N	N	C	W	M	0.0	0.0	111.15	0.0	5.85
RNNCWL	R	N	N	C	W	L	0.0	750.5	0.0	0.0	39.5
RNNCCL	R	N	N	C	C	L	446.5	0.0	0.0	0.0	23.5
RNNCIP	R	N	N	C	I	P	0.0	0.0	0.0	286.9	15.1
RNNCIM	R	N	N	C	I	M	0.0	0.0	228.95	0.0	12.05
RNNCIL	R	N	N	C	I	L	0.0	0.0	522.5	0.0	27.5
RNNCAP	R	N	N	C	A	P	0.0	0.0	0.0	232.75	12.25
RNNCAM	R	N	N	C	A	M	0.0	0.0	204.25	0.0	10.75
RNNCAL	R	N	N	C	A	L	0.0	0.0	309.7	0.0	16.3
RNNCLP	R	N	N	C	L	P	0.0	0.0	0.0	193.8	10.2
RNNCLM	R	N	N	C	L	M	0.0	0.0	155.8	0.0	8.2
RNNCLL	R	N	N	C	L	L	0.0	0.0	289.75	0.0	15.25
RNNCNN	R	N	N	C	N	N	0.0	0.0	225.0	0.0	0.0
RNNRPM	R	N	N	R	P	M	0.0	0.0	73.15	0.0	3.85
RNNRPL	R	N	N	R	P	L	0.0	0.0	65.55	0.0	3.45
RNNRDL	R	N	N	R	D	L	0.0	0.0	73.15	0.0	3.85
RNNRWS	R	N	N	R	W	S	0.0	0.0	0.0	52.25	2.75
RNNRWP	R	N	N	R	W	P	0.0	0.0	0.0	122.55	6.45
RNNRWM	R	N	N	R	W	M	0.0	447.45	0.0	0.0	23.55
RNNRWL	R	N	N	R	W	L	0.0	1102.0	0.0	0.0	58.0
RNNRCM	R	N	N	R	C	M	0.0	0.0	87.4	0.0	4.6
RNNRCL	R	N	N	R	C	L	0.0	717.25	0.0	0.0	37.75
RNNRIS	R	N	N	R	I	S	0.0	0.0	0.0	90.25	4.75
RNNRIP	R	N	N	R	I	P	0.0	0.0	0.0	412.3	21.7
RNNRIM	R	N	N	R	I	M	0.0	1195.1	0.0	0.0	62.9
RNNRIL	R	N	N	R	I	L	1429.75	0.0	0.0	0.0	75.25
RNNRAP	R	N	N	R	A	P	0.0	0.0	0.0	171.0	9.0
RNNRAM	R	N	N	R	A	M	0.0	0.0	354.35	0.0	18.65
RNNRAL	R	N	N	R	A	L	0.0	684.95	0.0	0.0	36.05
RNNRLS	R	N	N	R	L	S	0.0	0.0	0.0	56.05	2.95
RNNRLP	R	N	N	R	L	P	0.0	0.0	0.0	323.0	17.0
RNNRLM	R	N	N	R	L	M	0.0	447.45	0.0	0.0	23.55
RNNRLL	R	N	N	R	L	L	0.0	669.75	0.0	0.0	35.25
RNNRNN	R	N	N	R	N	N	581.0	0.0	0.0	0.0	0.0
RNOLWL	R	N	O	L	W	L	0.0	0.0	146.3	0.0	7.7
RNOLCL	R	N	O	L	C	L	0.0	0.0	146.3	0.0	7.7
RNOLIP	R	N	O	L	I	P	0.0	0.0	57.0	0.0	3.0
RNOLAP	R	N	O	L	A	P	0.0	0.0	0.0	177.65	9.35
RNOLAM	R	N	O	L	A	M	0.0	0.0	94.05	0.0	4.95
RNOLAL	R	N	O	L	A	L	0.0	0.0	61.75	0.0	3.25
RNOLLP	R	N	O	L	L	P	0.0	0.0	86.45	0.0	4.55
RNOHWP	R	N	O	H	W	P	0.0	0.0	0.0	420.85	22.15
RNOHWM	R	N	O	H	W	M	704.9	0.0	0.0	0.0	37.1
RNOHWL	R	N	O	H	W	L	2641.0	0.0	0.0	0.0	139.0
RNOHCP	R	N	O	H	C	P	0.0	0.0	0.0	84.55	4.45
RNOHCM	R	N	O	H	C	M	0.0	0.0	232.75	0.0	12.25
RNOHCL	R	N	O	H	C	L	1898.1	0.0	0.0	0.0	99.9
RNOHIS	R	N	O	H	I	S	0.0	0.0	0.0	54.15	2.85
RNOHIP	R	N	O	H	I	P	0.0	0.0	0.0	328.7	17.3
RNOHIM	R	N	O	H	I	M	744.8	0.0	0.0	0.0	39.2
RNOHIL	R	N	O	H	I	L	0.0	1331.9	0.0	0.0	70.1
RNOHAP	R	N	O	H	A	P	0.0	0.0	0.0	361.0	19.0
RNOHAM	R	N	O	H	A	M	285.0	0.0	0.0	0.0	15.0
RNOHAL	R	N	O	H	A	L	801.8	0.0	0.0	0.0	42.2
RNOHLP	R	N	O	H	L	P	0.0	0.0	0.0	281.2	14.8
RNOHLM	R	N	O	H	L	M	551.0	0.0	0.0	0.0	29.0
RNOHLL	R	N	O	H	L	L	790.4	0.0	0.0	0.0	41.6
RNOCWP	R	N	O	C	W	P	0.0	0.0	0.0	91.2	4.8
RNOCWM	R	N	O	C	W	M	133.0	0.0	0.0	0.0	7.0
RNOCWL	R	N	O	C	W	L	392.35	0.0	0.0	0.0	20.65
RNOCCL	R	N	O	C	C	L	317.3	0.0	0.0	0.0	16.7
RNOCIP	R	N	O	C	I	P	0.0	0.0	0.0	72.2	3.8
RNOCIM	R	N	O	C	I	M	134.9	0.0	0.0	0.0	7.1
RNOCIL	R	N	O	C	I	L	0.0	268.85	0.0	0.0	14.15
RNOCAP	R	N	O	C	A	P	0.0	0.0	0.0	208.05	10.95
RNOCAM	R	N	O	C	A	M	149.15	0.0	0.0	0.0	7.85
RNOCAL	R	N	O	C	A	L	229.9	0.0	0.0	0.0	12.1
RNOCLP	R	N	O	C	L	P	0.0	0.0	0.0	146.3	7.7
RNOCLM	R	N	O	C	L	M	175.75	0.0	0.0	0.0	9.25
RNOCLL	R	N	O	C	L	L	160.55	0.0	0.0	0.0	8.45
RNORPM	R	N	O	R	P	M	103.55	0.0	0.0	0.0	5.45
RNORPL	R	N	O	R	P	L	126.35	0.0	0.0	0.0	6.65
RNORDM	R	N	O	R	D	M	53.2	0.0	0.0	0.0	2.8
RNORDL	R	N	O	R	D	L	251.75	0.0	0.0	0.0	13.25
RNORWP	R	N	O	R	W	P	0.0	0.0	0.0	220.4	11.6
RNORWM	R	N	O	R	W	M	0.0	961.4	0.0	0.0	50.6
RNORWL	R	N	O	R	W	L	2926.95	0.0	0.0	0.0	154.05
RNORCP	R	N	O	R	C	P	0.0	0.0	0.0	114.0	6.0
RNORCM	R	N	O	R	C	M	0.0	0.0	436.05	0.0	22.95
RNORCL	R	N	O	R	C	L	0.0	2761.65	0.0	0.0	145.35
RNORIS	R	N	O	R	I	S	0.0	0.0	0.0	64.6	3.4
RNORIP	R	N	O	R	I	P	0.0	0.0	0.0	692.55	36.45
RNORIM	R	N	O	R	I	M	2517.5	0.0	0.0	0.0	132.5
RNORIL	R	N	O	R	I	L	0.0	3447.55	0.0	0.0	181.45
RNORAP	R	N	O	R	A	P	0.0	0.0	0.0	302.1	15.9
RNORAM	R	N	O	R	A	M	0.0	0.0	548.15	0.0	28.85
RNORAL	R	N	O	R	A	L	1046.9	0.0	0.0	0.0	55.1
RNORLP	R	N	O	R	L	P	0.0	0.0	0.0	496.85	26.15
RNORLM	R	N	O	R	L	M	0.0	1158.05	0.0	0.0	60.95
RNORLL	R	N	O	R	L	L	0.0	0.0	1873.4	0.0	98.6
RNORNN	R	N	O	R	N	N	0.0	0.0	173.0	0.0	0.0
RNPLIP	R	N	P	L	I	P	0.0	0.0	124.45	0.0	6.55
RNPLAP	R	N	P	L	A	P	0.0	0.0	0.0	189.05	9.95
RNPLAM	R	N	P	L	A	M	0.0	0.0	54.15	0.0	2.85
RNPLLP	R	N	P	L	L	P	0.0	0.0	112.1	0.0	5.9
RNPLLM	R	N	P	L	L	M	0.0	0.0	50.35	0.0	2.65
RNPHWP	R	N	P	H	W	P	0.0	0.0	0.0	189.05	9.95
RNPHWM	R	N	P	H	W	M	0.0	0.0	268.85	0.0	14.15
RNPHWL	R	N	P	H	W	L	1976.0	0.0	0.0	0.0	104.0
RNPHCL	R	N	P	H	C	L	0.0	0.0	1278.7	0.0	67.3
RNPHIP	R	N	P	H	I	P	0.0	0.0	0.0	64.6	3.4
RNPHIL	R	N	P	H	I	L	0.0	0.0	84.55	0.0	4.45
RNPHAP	R	N	P	H	A	P	0.0	0.0	0.0	98.8	5.2
RNPHAM	R	N	P	H	A	M	0.0	0.0	188.1	0.0	9.9
RNPHAL	R	N	P	H	A	L	467.4	0.0	0.0	0.0	24.6
RNPHLP	R	N	P	H	L	P	0.0	0.0	0.0	125.4	6.6
RNPHLM	R	N	P	H	L	M	0.0	0.0	80.75	0.0	4.25
RNPHLL	R	N	P	H	L	L	353.4	0.0	0.0	0.0	18.6
RNPHNN	R	N	P	H	N	N	0.0	0.0	144.0	0.0	0.0
RNPCPM	R	N	P	C	P	M	0.0	0.0	74.1	0.0	3.9
RNPCPL	R	N	P	C	P	L	0.0	0.0	312.55	0.0	16.45
RNPCDL	R	N	P	C	D	L	103.55	0.0	0.0	0.0	5.45
RNPCWP	R	N	P	C	W	P	0.0	0.0	0.0	300.2	15.8
RNPCWM	R	N	P	C	W	M	0.0	0.0	461.7	0.0	24.3
